NAME,ADDRESS1,CITY,STATE,ZIPCODE,COUNTRY,LAT,LON,PHONE
Sunset Hills Public Golf Course,800 Radio Rd,Charlotte,NC,28216,USA,35.3114,-80.8863,(704) 399-0980
TPC at Piper Glen,4300 Piper Glen Dr,Charlotte,NC,28277,USA,35.0533,-80.813,(704) 846-1515
Warrior Golf Club at Lake Wright,890 Lake Wright Rd,China Grove,NC,28023,USA,35.5831,-80.6086,(704) 856-0871
"Neuse Golf Club, The",918 Birkdale Dr,Clayton,NC,27527,USA,35.6589,-78.3786,(919) 550-0550
Pine Hollow Golf Course,3300 E Garner Rd,Clayton,NC,27520,USA,35.6101,-78.4715,(919) 553-4554
Riverwood Golf Club,400 Riverwood Dr,Clayton,NC,27527,USA,35.6589,-78.3786,(919) 550-1919
Salem Glen Country Club,1000 Glen Day Dr,Clemmons,NC,27012,USA,36.0036,-80.372,(336) 712-1010
Tanglewood Park (Championship Course at Tanglewood Park),4601 Clemmons Rd,Clemmons,NC,27012,USA,36.0036,-80.372,(336) 778-6320
Iron Tree Golf Course,676 Iron Tree Dr,Clyde,NC,28721,USA,35.661,-82.9473,(828) 627-1933
Riverlanding at Sandy Ridge,2025 Sandy Ridge Rd,Colfax,NC,27235,USA,36.0983,-80.0059,(336) 668-1171
Rocky River Golf Club at Concord,6900 Speedway Dr,Concord,NC,28027,USA,35.4185,-80.6714,(704) 455-1200
Pine Mountain Golf Course,N Carolina 18,Connellys Springs,NC,28612,USA,35.6588,-81.5286,(828) 433-4950
"Rock Barn Golf and Spa (Robert Trent Jones, Jr. Course at Rock Barn Golf and Spa)",3791 Club House Dr,Conover,NC,28613,USA,35.7379,-81.2072,(828) 459-9279
"Peninsula Club, The",19101 Peninsula Club Dr,Cornelius,NC,28031,USA,35.4867,-80.8605,(704) 896-7060
Lakewood Golf Course,15 Lakewood Rd,Cramerton,NC,28012,USA,35.2342,-81.041,(704) 825-2852
South Granville Country Club,2539 Sam Moss Hayes Rd,Creedmoor,NC,27522,USA,36.1139,-78.6265,(919) 528-0003
River Run Golf & Country Club,19125 River Falls Dr,Davidson,NC,28036,USA,35.4822,-80.8049,(704) 896-7355
Verdict Ridge Golf & Country Club,7332 Kidville Rd,Denver,NC,28037,USA,35.4939,-81.0356,(704) 489-1206
Westport Golf Course,7494 Golf Course Dr S,Denver,NC,28037,USA,35.4939,-81.0356,(704) 483-5604
Sleepy Creek Golf Club,122 Sleepy Creek Dr,Dudley,NC,28333,USA,35.2775,-78.0269,(919) 734-6661
Sandy Ridge Country Club,211 Club House Dr,Dunn,NC,28334,USA,35.3234,-78.6207,(910) 892-6424
Hillandale Golf Course,Hillandale Rd,Durham,NC,27705,USA,36.0225,-78.976,(919) 286-4211
Hope Valley Country Club,3803 Dover Rd,Durham,NC,27707,USA,35.955,-78.9434,(919) 489-6676
Lakeshore Golf Course,4621 Lumley Rd,Durham,NC,27703,USA,35.9655,-78.8009,(919) 596-2401
Treyburn Country Club,1 Old Trail Dr,Durham,NC,27712,USA,36.0947,-78.9284,(919) 620-0055
Willowhaven Country Club,253 Country Club Dr,Durham,NC,27712,USA,36.0947,-78.9284,(919) 383-1022
Lyn-Rock Golf Course,636 Valley Dr,Eden,NC,27288,USA,36.5114,-79.7844,(336) 623-6110
Meadow Greens Country Club,436 E Stadium Dr,Eden,NC,27288,USA,36.5114,-79.7844,(336) 623-6381
Knobbs Creek Par - 3 Golf Course,200 E Ward St,Elizabeth City,NC,27909,USA,36.2974,-76.2868,(252) 338-3981
The Pines at Elizabeth City,1525 N Rd St,Elizabeth City,NC,27909,USA,36.2974,-76.2868,(252) 335-0278
Scotfield Country Club,199 Country Club Dr,Enfield,NC,27823,USA,36.2026,-77.7099,(252) 826-3218
Highland Country Club,2451 Raeford Rd,Fayetteville,NC,28305,USA,35.0522,-78.906,(910) 485-8141
King's Grant Golf & Country Club,347 Shawcroft Rd,Fayetteville,NC,28311,USA,35.1719,-78.8889,(910) 630-1114
Highland Lake Golf Club,34 Highland Golf Dr,Flat Rock,NC,28731,USA,35.2797,-82.3668,(828) 692-0143
Kenmure Golf Club,100 Clubhouse Dr,Banner Elk,NC,28604,USA,36.1797,-81.8424,(828) 697-1200
Pine Links Golf Club,S Orchard Rd,Flat Rock,NC,28731,USA,35.2797,-82.3668,(828) 693-0907
Ryder Golf Course,Normandy Dr,Fort Bragg,NC,28307,USA,35.1471,-79.0105,(910) 436-3390
Stryker Golf Course,Fort Bragg,Raeford,NC,28376,USA,35.0278,-79.2454,(910) 497-1752
Reedy Creek Golf Course,585 Reedy Creek Rd,Four Oaks,NC,27524,USA,35.38,-78.3828,(919) 934-7502
Mill Creek Country Club,Mill Creek Rd,Franklin,NC,28734,USA,35.1737,-83.4215,(828) 524-6458
Meadowbrook Country Club,800 White Oak Rd,Garner,NC,27529,USA,35.6418,-78.5748,(919) 772-1636
Linwood Springs Golf Course,2900 Linwood Rd,Gastonia,NC,28052,USA,35.2205,-81.2501,(704) 867-1642
Stonewall Golf Course,S Friendship Rd,Germanton,NC,27019,USA,36.2864,-80.2396,(336) 591-4653
Lane Tree Golf Club,2317 Salem Church Rd,Goldsboro,NC,27530,USA,35.4141,-78.0215,(919) 734-1245
Three Eagles Golf Course,1385 S Andrews St,Goldsboro,NC,27531,USA,35.3407,-77.9695,(919) 722-0395
Walnut Creek Country Club,508 Lakeshore Dr,Goldsboro,NC,27534,USA,35.3549,-77.8905,(919) 778-2363
Quarry Hills Country Club,George Bason Rd,Graham,NC,27253,USA,35.9593,-79.3482,(336) 578-2602
Southwick Golf Course,3136 Southwick Dr,Graham,NC,27253,USA,35.9593,-79.3482,(336) 227-2582
Orchard Hills Golf Course,2515 Connelly Springs Rd,Granite Falls,NC,28630,USA,35.83,-81.4147,(828) 728-3560
Pleasant Ridge Golf & Country Club,1518 Pleasant Ridge Rd,Greensboro,NC,27409,USA,36.0886,-79.9427,(336) 668-2413
Sedgefield Country Club,3201 Forsyth Dr,Greensboro,NC,27407,USA,36.011,-79.8751,(336) 299-4160
Starmount Forest Country Club,1 Sam Snead Dr,Greensboro,NC,27410,USA,36.1197,-79.8944,(336) 299-0427
Triad Golf Center,1350 Tolar Dr,Greensboro,NC,27406,USA,36,-79.7628,(336) 852-2155
Ironwood Golf & Country Club,200 Golf Club Wynd,Greenville,NC,27834,USA,35.6768,-77.3482,(252) 752-6659
Indian Trails Golf Club,Country Club Dr,Grifton,NC,28530,USA,35.3682,-77.3826,(252) 524-5485
Olde Point Golf Course,513 Country Club Dr,Hampstead,NC,28443,USA,34.4359,-77.683,(910) 270-2403
Topsail Greens Golf & Country Club,17 Nc Hwy 210 W,Hampstead,NC,28443,USA,34.4359,-77.683,(910) 270-2883
Links Golf Club,1885 Adams Creek Rd,Havelock,NC,28532,USA,34.8925,-76.9041,(252) 444-4653
Mountain Harbour Golf & Yacht Club,100 Mountain Harbour Dr,Hayesville,NC,28904,USA,35.0643,-83.7266,(828) 389-4111
Kerr Lake Country Club,600 Hedrick Dr,Henderson,NC,27537,USA,36.3481,-78.3973,(252) 492-1895
Orchard Trace Golf Club,942 Sugarloaf Rd,Hendersonville,NC,28792,USA,35.3883,-82.3744,(828) 685-1006
"Sound Golf Links at Albemarle Plantation, The",101 Club House Dr,Hertford,NC,27944,USA,36.1765,-76.4272,(800) 535-0704
Lake Hickory Country Club at Catawba Springs (Eighteen Hole Course at Lake Hickory Country Club at Catawba Springs),3820 Wandering Ln,Hickory,NC,28601,USA,35.7628,-81.3219,(828) 256-2171
"Links at Oliver's Landing, The",50 Victoria Ln,Hickory,NC,28601,USA,35.7628,-81.3219,(828) 495-2834
High Point Country Club,800 Country Club Dr,High Point,NC,27262,USA,35.9619,-80.0393,(336) 882-4312
Lakewood Par 3 Golf Course,627 Old Thomasville Rd,High Point,NC,27260,USA,35.9808,-80.1272,(336) 882-2690
Oak Hollow Golf Course,3400 N Centennial St,High Point,NC,27265,USA,36.0064,-80.0449,(336) 883-3260
Willow Creek Golf Course,916 Abbotts Creek Church Rd,High Point,NC,27265,USA,36.0064,-80.0449,(336) 869-2416
Highlands Country Club,N Carolina 106,Highlands,NC,28741,USA,35.0622,-83.2154,(828) 526-3771
Highlands Cove,U.S. 64,Highlands,NC,28741,USA,35.0622,-83.2154,(828) 526-8044
Highlands Falls Golf Course,1 Club Cir,Highlands,NC,28741,USA,35.0622,-83.2154,(828) 526-2189
Wildcat Cliffs Country Club,770 Country Club Dr,Highlands,NC,28741,USA,35.0622,-83.2154,(828) 526-2164
Occoneechee Golf Club,1500 Lawrence Rd,Hillsborough,NC,27278,USA,36.0821,-79.0824,(919) 732-3435
Lockwood Folly Country Club,19 Clubhouse Dr SW,Supply,NC,28462,USA,34.0499,-78.3076,(877) 562-9663
Hope Mills Golf Course,3625 Golfview Rd,Hope Mills,NC,28348,USA,34.921,-78.9114,(910) 425-7171
North Stone Club,15801 Stone Garden Dr,Huntersville,NC,28078,USA,35.4129,-80.8607,(704) 948-4286
Skybrook Golf Club,14720 Northgreen Dr,Huntersville,NC,28078,USA,35.4129,-80.8607,(704) 948-6611
Pebble Creek Golf Course,Hwy 74 E,Indian Trail,NC,28079,USA,35.0963,-80.6145,(704) 821-7276
Jacksonville Country Club,2201 Country Club Rd,Jacksonville,NC,28546,USA,34.8193,-77.3713,(910) 346-9255
Rock Creek Golf & Country Club,308 Country Club Blvd,Jacksonville,NC,28540,USA,34.6773,-77.5232,(910) 324-5151
Jamestown Park Golf Course,7041 E Fork Rd,Jamestown,NC,27265,USA,36.0064,-80.0449,(336) 454-4912
Twin Oaks Golf Course,5275 Hilltop Rd,Greensboro,NC,27407,USA,36.011,-79.8751,(336) 855-5278
Jefferson Landing on the New River,88 N Carolina 16,Jefferson,NC,28640,USA,36.4009,-81.4072,(336) 982-4449
Walnut Wood Golf Course,3172 Alamance Church Rd,Julian,NC,27283,USA,35.9569,-79.6328,(336) 697-8140
Kannapolis Country Club,1196 Fairway Dr,Kannapolis,NC,28081,USA,35.5043,-80.6706,(704) 933-4336
Maple Leaf Golf Club,4070 Hastings Rd,Kernersville,NC,27284,USA,36.1188,-80.075,(336) 769-9122
Pine Knolls Golf Course,1100 Quail Hollow Rd,Kernersville,NC,27284,USA,36.1188,-80.075,(336) 993-5478
Pine Tree Golf Club,1680 Pine Tree Ln,Kernersville,NC,27284,USA,36.1188,-80.075,(336) 993-5598
King's Mountain Country Club,Country Club Rd,Kings Mountain,NC,28086,USA,35.2471,-81.3891,(704) 739-5871
Woodbridge Golf Links,1007 New Camp Creek Church Rd,Kings Mountain,NC,28086,USA,35.2471,-81.3891,(704) 482-0353
Kinston Country Club,1501 Country Club Dr,Kinston,NC,28501,USA,35.2914,-77.5463,(252) 523-5730
Sea Scape Golf Links,300 W Eckner St,Kitty Hawk,NC,27949,USA,36.1034,-75.7289,(252) 261-2158
Lake Lure Golf & Beach Resort (Apple Valley Course at Lake Lure Golf & Beach Resort),112 Mountain Blvd,Lake Lure,NC,28746,USA,35.4643,-82.171,(800) 260-1040
Lake Lure Municipal Golf Course,Hwy 6474,Lake Lure,NC,28746,USA,35.4643,-82.171,(828) 625-4472
Lake Toxaway Country Club,353 W Club Blvd,Lake Toxaway,NC,28747,USA,35.1396,-82.9212,(828) 966-4661
Valley Pine Country Club,2500 Lasker Golf Course Rd,Lasker,NC,27845,USA,36.3739,-77.4777,(252) 539-4124
Scotch Meadows Country Club,8000 Tartan Rd,Laurinburg,NC,28352,USA,34.7588,-79.4468,(910) 276-0169
Magnolia Greens Golf Plantation (Magnolia/Azalea Course at Magnolia Greens Golf Plantation ),1800 Linkwood Dr,Leland,NC,28451,USA,34.2757,-78.1004,(910) 383-0999
Lenoir Golf Course,701 Norwood St SW,Lenoir,NC,28645,USA,35.9726,-81.5331,(828) 754-5093
Lexington Golf Club,200 Country Club Blvd,Lexington,NC,27292,USA,35.7974,-80.2541,(336) 248-2770
Sapona Country Club,439 Beaver Creek Rd,Lexington,NC,27295,USA,35.8469,-80.2633,(336) 956-6245
Pine Burr Golf Course,U.S. 401,Lillington,NC,27546,USA,35.3213,-78.9874,(910) 893-5788
Lincoln Country Club,2108 Country Club Rd,Lincolnton,NC,28092,USA,35.4951,-81.2237,(704) 735-1382
Land Harbor Golf Club,Hwy 221,Linville,NC,28646,USA,36.0888,-81.8209,(828) 733-8325
Linville Golf Club,83 Roseboro Rd,Linville,NC,28646,USA,36.0888,-81.8209,(828) 733-4363
Linville Ridge Country Club,Hwy 105,Linville,NC,28646,USA,36.0888,-81.8209,(828) 898-9741
Myrick Hills Country Club,810 Golf Course Rd,Littleton,NC,27850,USA,36.3849,-77.8351,(252) 586-4066
"River Golf & Country Club, The",20 Lake Royale,Louisburg,NC,27549,USA,36.0721,-78.2363,(252) 478-3832
Scothurst Country Club,N Carolina 20,Lumber Bridge,NC,28357,USA,34.8823,-79.0598,(910) 843-5357
Pinecrest Country Club,Us Hwy 79,Maxton,NC,28364,USA,34.7246,-79.3209,(910) 738-6541
Lake Gaston Country Club,Hubquarter Ct,Macon,NC,27551,USA,36.421,-78.0093,(252) 257-2033
Maggie Valley Resort & Country Club,1819 Country Club Dr,Maggie Valley,NC,28751,USA,35.5163,-83.1053,(828) 926-6013
Mill Creek Golf Club,1700 St Andrews Dr,Mebane,NC,27302,USA,36.1105,-79.2671,(919) 563-4653
Pudding Ridge Golf Club,224 Cornwallis Dr,Mocksville,NC,27028,USA,35.9339,-80.5455,(336) 940-4653
Twin Cedars Golf Course,Rural Route 1,Mocksville,NC,27028,USA,35.9339,-80.5455,(336) 751-5824
Monroe Country Club,Hwy 601 S,Monroe,NC,28110,USA,35.0658,-80.5236,(704) 282-4661
Rolling Hills Country Club,2722 W Roosevelt Blvd,Monroe,NC,28110,USA,35.0658,-80.5236,(704) 283-8201
Stonebridge Golf Club,2721 Swilcan Burn Dr,Monroe,NC,28112,USA,34.8867,-80.5039,(704) 283-8998
Mallard Head Country Club,185 Mallard Way,Mooresville,NC,28117,USA,35.5847,-80.8102,(704) 664-7031
Mooresville Golf Course,W Wilson Ave,Mooresville,NC,28115,USA,35.5757,-80.819,(704) 663-2539
Morehead City Country Club,2900 Country Club Rd,Morehead City,NC,28557,USA,34.7367,-76.7587,(252) 726-4917
Mimosa Hills Golf & Country Club,611 Golf Course Rd,Morganton,NC,28655,USA,35.7567,-81.7518,
Quaker Meadows Golf Club (Eighteen Hole Course at Quaker Meadows Golf Club ),826 N Green St,Morganton,NC,28655,USA,35.7567,-81.7518,(828) 437-2677
Silver Creek Plantation,4241 Plantation Dr,Morganton,NC,28655,USA,35.7567,-81.7518,(828) 584-6911
Mount Airy Country Club,420 Country Club Rd,Mt Airy,NC,27030,USA,36.484,-80.6333,(336) 786-2577
Pine Ridge Classic Golf Course,311 Haystack Rd,Mt Airy,NC,27030,USA,36.484,-80.6333,(336) 320-2233
White Pines Country Club,280 George St,Mt Airy,NC,27030,USA,36.484,-80.6333,(336) 786-6616
"Tillery Tradition Country Club, The",214 Tradition Dr,Mt Gilead,NC,27306,USA,35.2158,-79.9729,(910) 439-5578
Southern Wayne Country Club,262 Country Club Rd,Mt Olive,NC,28365,USA,35.2399,-78.158,(919) 658-4269
Nags Head Golf Links,5615 S Seachase Dr,Nags Head,NC,27959,USA,35.3983,-75.5425,(252) 441-8073
Marion Lake Golf Club,Nc Highway 126,Nebo,NC,28761,USA,35.6282,-81.8957,(828) 652-6232
New Bern Golf & Country Club,4301 Country Club Rd,New Bern,NC,28562,USA,35.1369,-77.1623,(252) 637-2413
River Bend Golf & Country Club,94 Shoreline Dr,New Bern,NC,28562,USA,35.1369,-77.1623,(252) 638-2819
Taberna Country Club,401 Taberna Way,New Bern,NC,28562,USA,35.1369,-77.1623,(252) 634-1600
Mountain Glen Golf Course,N Carolina 194,Newland,NC,28657,USA,36.0227,-81.9499,(828) 733-5804
Rock Creek Country Club,2nd St,North Wilkesboro,NC,28659,USA,36.1997,-81.0764,(336) 696-2146
Piney Point Golf Club,48688 Piney Point Rd,Norwood,NC,28128,USA,35.2152,-80.1663,(704) 474-3985
Ocean Ridge Plantation (Lion's Paw Course at Ocean Ridge Plantation),351 Ocean Ridge Pkwy SW,Ocean Isle Beach,NC,28469,USA,33.8919,-78.4258,(910) 287-1717
Old Fort Golf Course,3 Old U.S. 70,Old Fort,NC,28762,USA,35.6237,-82.1889,(828) 668-4256
Ponderosa Golf Club,Ponderosa Trail,Johnsonville,NC,28368,USA,35.3588,-79.1125,(919) 499-4013
Thorndale Country Club,105 W Quail Ridge Rd,Oxford,NC,27565,USA,36.3642,-78.6512,(919) 693-7404
Riverside Country Club,Terry Sanford Dr,Pembroke,NC,28372,USA,34.692,-79.1769,(910) 521-8433
Riverview Golf Course,Joe Ayers Rd,Walnut Cove,NC,27052,USA,36.3289,-80.1453,(336) 548-6908
PineBluff Golf Club,US 1 S,Pinebluff,NC,28373,USA,35.1105,-79.4824,(910) 281-3169
Midland Country Club,Midland Rd,Pinehurst,NC,28374,USA,35.1877,-79.4736,(910) 295-3241
National Golf Club,1 Royal Troon Dr,Pinehurst,NC,28374,USA,35.1877,-79.4736,(910) 295-5340
Pinehurst Resort (#1 Course at Pinehurst Resort),Carolina Vista Dr,Pinehurst,NC,28374,USA,35.1877,-79.4736,(800) 487-4653
Pinewild Country Club (Challenge Course at Pinewild Country Club),Hwy 211 W,Pinehurst,NC,28374,USA,35.1877,-79.4736,(910) 295-5145
Maccripine Country Club,S 1st St,Pinetops,NC,27864,USA,35.8249,-77.7048,(252) 827-5537
Longmeadow Country Club,166 Country Club Rd,Pink Hill,NC,28572,USA,35.0667,-77.6914,(252) 568-4880
Plymouth Country Club,301 Golf Rd,Plymouth,NC,27962,USA,35.7969,-76.7478,(252) 793-3034
Willow Lakes Golf Course,"Pope AFB, 302 Ethridge St",Pope AFB,NC,28308,USA,35.1708,-79.0094,(910) 394-2325
North Ridge Country Club (Lakes Course at North Ridge Country Club),6612 Falls of Neuse Rd,Raleigh,NC,27615,USA,35.8981,-78.6367,(919) 847-0796
Par 3 Golf Course,5715 Fayetteville Rd,Raleigh,NC,27603,USA,35.6675,-78.6629,(919) 772-5261
Raleigh Country Club,400 N Peartree Ln,Raleigh,NC,27610,USA,35.7483,-78.5419,(919) 231-6451
Raleigh Golf Association (Public Course at Raleigh Golf Association),1527 Tryon Rd,Raleigh,NC,27603,USA,35.6675,-78.6629,(919) 772-9987
River Ridge Golf Club,3224 Auburn Knightdale Rd,Raleigh,NC,27610,USA,35.7483,-78.5419,(919) 661-8374
TPC at Wakefield Plantation,2201 Wakefield Plantation Dr,Raleigh,NC,27614,USA,,,(919) 562-7909
Wildwood Green Golf Course,3000 Bally Bunion Way,Raleigh,NC,27613,USA,35.921,-78.7053,(919) 846-8376
Wil-Mar Golf Club,2300 Old Milburnie Rd,Raleigh,NC,27604,USA,35.8146,-78.5826,(919) 266-1800
Monroeton Golf Club,213 Monroeton Golf Course Rd,Reidsville,NC,27320,USA,36.3355,-79.6561,(336) 342-1043
Pennrose Park Country Club,1622 Country Club Rd,Reidsville,NC,27320,USA,36.3355,-79.6561,(336) 349-5245
Plantation Golf Course,190 Club House Dr,Reidsville,NC,27320,USA,36.3355,-79.6561,(336) 342-6191
Wolf Creek Golf Course,722 Wolf Island Rd,Reidsville,NC,27320,USA,36.3355,-79.6561,(336) 349-7660
Olde Beau Golf Club,U.S. 21,Roaring Gap,NC,28668,USA,36.3916,-81.0083,(336) 363-3333
Roaring Gap Golf Club,Route 1,Roaring Gap,NC,28668,USA,36.3916,-81.0083,(336) 363-2861
Riverside Country Club,435 Golf Course Rd,Robbins,NC,27325,USA,35.4616,-79.5721,(910) 464-3686
Robersonville Country Club,E 2nd St,Robersonville,NC,27871,USA,35.8128,-77.2709,(252) 795-4212
Loch Haven Golf Center,612 Loch Haven Rd,Rockingham,NC,28379,USA,34.9229,-79.8048,(910) 895-3295
Richmond Pines Country Club,U.S. 1,Rockingham,NC,28379,USA,34.9229,-79.8048,(910) 895-3279
Northgreen Country Club,900 Green Ridge Ln,Rocky Mt,NC,27804,USA,36.0106,-77.8307,(252) 446-7224
Lakewood Golf & Country Club,Country Club Rd,Salemburg,NC,28385,USA,35.062,-78.4623,(910) 525-4424
Lake Winds Golf Course,1807 Moores Mill Rd,Rougemont,NC,27572,USA,36.244,-78.8889,(919) 471-4653
Roxboro Country Club,260 Club House Rd,Roxboro,NC,27574,USA,36.435,-78.9333,(336) 599-2332
Meadowbrook Golf Club,W 4th St,Rutherfordton,NC,28139,USA,35.3722,-82.0134,(828) 863-2690
Rutherfordton Golf Club,191 Twitty Ford Rd,Rutherfordton,NC,28139,USA,35.3722,-82.0134,(828) 287-3406
McCanless Golf Club,3515 Stokes Ferry Rd,Salisbury,NC,28146,USA,35.6266,-80.4601,(704) 637-1235
Quail Ridge Country Club,5634 Quail Ridge Dr,Sanford,NC,27332,USA,35.3983,-79.1607,(919) 776-6623
Sanford Golf Course,600 Golf Course Ln,Sanford,NC,27330,USA,35.493,-79.1765,(919) 775-8320
Tobacco Road Golf Club,442 Tobacco Rd,Sanford,NC,27332,USA,35.3983,-79.1607,(919) 775-1940
Sapphire Lakes Country Club,1600 US Hwy 64 W,Sapphire,NC,28774,USA,35.0687,-82.9954,(828) 966-9202
Sapphire Mountain Golf Club,"Sapphire Mountain Brewing Company, 50 Slicers Ave",Sapphire,NC,28774,USA,35.0687,-82.9954,(828) 743-1174
Rivers Edge Golf Club,2000 Arnold Palmer Dr,Shallotte,NC,28470,USA,33.9712,-78.3869,(910) 757-3454
Pine Grove Golf Club,1108 Costner Rd,Shelby,NC,28150,USA,35.3693,-81.5992,(704) 487-0455
River Bend Golf Course,3005 Longwood Dr,Shelby,NC,28152,USA,35.2377,-81.5767,(704) 482-4286
Royster Memorial Golf Course,901 W Sumter St,Shelby,NC,28150,USA,35.3693,-81.5992,(704) 484-6823
Siler City Country Club,Bonlee Bennett Rd,Siler City,NC,27344,USA,35.7397,-79.4342,(919) 742-3721
River Mont Golf Course,1 Way,Dobson,NC,27017,USA,36.3461,-80.7011,(336) 374-2384
North Shore Country Club,N Carolina 210,Sneads Ferry,NC,28460,USA,34.5396,-77.4388,(800) 828-5035
Sourwood Forest Golf Course,8055 Pleasant Hill Church Rd,Snow Camp,NC,27349,USA,35.9026,-79.4229,(336) 376-8166
Hyland Hills Country Club,4100 Us 1 Hwy N,Southern Pines,NC,28387,USA,35.176,-79.3866,(910) 692-3752
Knollwood Fairways,1470 Midland Rd,Southern Pines,NC,28387,USA,35.176,-79.3866,(910) 692-3572
Mid Pines Inn & Golf Club,1010 Midland Rd,Southern Pines,NC,28387,USA,35.176,-79.3866,(910) 692-2114
Mid South Club,2130 Midland Rd,Southern Pines,NC,28387,USA,35.176,-79.3866,(910) 695-3193
Pine Needles Lodge & Golf Club (Main Course at Pine Needles Lodge & Golf Club),1005 Midland Rd,Southern Pines,NC,28387,USA,35.176,-79.3866,(910) 692-7111
#1 Course at Southern Pines Golf Club,280 Country Club Cir,Southern Pines,NC,28387,USA,35.176,-79.3866,(910) 692-6551
Talamore at Pinehurst,48 Talamore Dr,Southern Pines,NC,28387,USA,35.176,-79.3866,(910) 692-5884
"Members Club at St. James Plantation, The (Irwin Back/Cate Nine Course at Members Club at St. James Plantation, The )",3779 Members Club Blvd,Southport,NC,28461,USA,34.0734,-78.0547,(800) 474-9277
Players Club at St. James Plantation,3640 Players Club Dr SE,Southport,NC,28461,USA,34.0734,-78.0547,(910) 457-0049
South Harbour Golf Links,4188 Vanessa Dr,Southport,NC,28461,USA,34.0734,-78.0547,(910) 454-4565
Peachtree Hills Country Club,2nd St,Spring Hope,NC,27882,USA,35.9282,-78.1066,(252) 478-5745
Lakewood Golf Club,390 Airport Rd,Statesville,NC,28677,USA,35.8306,-80.9003,(704) 873-6441
North Carolina National Golf Club,1000 Broken Arrow Dr,Statesville,NC,28677,USA,35.8306,-80.9003,(704) 873-4653
Statesville Country Club,635 Deauville Rd,Statesville,NC,28625,USA,35.7886,-80.8801,(704) 873-8376
Twin Oaks Golf Club,320 Twin Oaks Rd,Statesville,NC,28625,USA,35.7886,-80.8801,(704) 872-3979
Ponderosa Golf Club,108 Ponderosa Rd,Stoneville,NC,27048,USA,36.4831,-79.9235,(336) 573-9025
Stoney Creek Golf Club,911 Golf House Rd E,Whitsett,NC,27377,USA,36.036,-79.6016,
Oyster Bay Golf Links,614 Lake Shore Highway 179,Sunset Beach,NC,28468,USA,33.8913,-78.5192,(910) 579-3528
"Pearl Golf Links, The (East Course at Pearl Golf Links, The)",1300 Pearl Blvd SW,Sunset Beach,NC,28468,USA,33.8913,-78.5192,(910) 579-8132
Sandpiper Bay Golf & Country Club (Bay / Sand Course at Sandpiper Bay Golf & Country Club),800 N Sandpiper Club Dr SW,Sunset Beach,NC,28468,USA,33.8913,-78.5192,(800) 356-5827
Sea Trail Plantation & Golf Resort (Byrd Course at Sea Trail Plantation & Golf Resort),211 Clubhouse Rd,Sunset Beach,NC,28468,USA,33.8913,-78.5192,(888) 229-5747
Thistle Golf Club (North/West Course at Thistle Golf Club),8840 Old Georgetown Rd SW,Sunset Beach,NC,28468,USA,33.8913,-78.5192,(910) 575-8700
Silver Creek Golf Club,601 Camp Pelletier Rd,Swansboro,NC,28584,USA,34.7017,-77.1399,(252) 393-8058
Hilma Country Club,809 W Country Club Dr,Tarboro,NC,27886,USA,35.9133,-77.5633,(252) 823-2785
Winding Creek Golf Club,458 Pine Woods Church Rd,Thomasville,NC,27360,USA,35.864,-80.1016,(336) 475-5580
Quaker Neck Golf Course,299 Country Club Rd,Trenton,NC,28585,USA,35.0701,-77.462,(252) 224-5736
Montgomery Country Club,1235 N Carolina 134,Troy,NC,27371,USA,35.4086,-79.9566,(910) 576-1487
Red Fox Country Club,2 Club Rd,Tryon,NC,28782,USA,35.2171,-82.2321,(828) 894-8251
Tryon Country Club,151 Country Club Rd,Tryon,NC,28782,USA,35.2171,-82.2321,(828) 859-9561
New River Country Club,Golf Course Rd,Sparta,NC,28675,USA,36.5212,-81.1574,(336) 372-4869
Pine Horse Golf Club,5101 U.S. 1,Vass,NC,28394,USA,35.2142,-79.2428,(910) 692-1941
Woodlake Country Club (Maples Course at Woodlake Country Club),150 Woodlake Blvd,Vass,NC,28394,USA,35.2142,-79.2428,(910) 245-7137
Twin Valley Country Club,Nc 742 N,Wadesboro,NC,28170,USA,35.0383,-80.0776,(704) 694-2336
Paschal Golf Club,555 Stadium Dr,Wake Forest,NC,27587,USA,35.9666,-78.5355,(919) 556-5861
Wake Forest Golf & Country Club,13239 Capital Blvd,Wake Forest,NC,27587,USA,35.9666,-78.5355,(919) 556-3416
River Landing Country Club (Landing Course at River Landing Country Club),110 River Village Pl,Wallace,NC,28466,USA,34.7667,-77.8738,(800) 959-3096
Rockfish Golf Course,6722 S Nc 41 Hwy,Wallace,NC,28466,USA,34.7667,-77.8738,(910) 285-2744
Warrenton Golf Course,Route 3,Warrenton,NC,27589,USA,36.3189,-78.1409,(252) 257-1909
Washington Yacht & Country Club,Rural Route 2,Washington,NC,27889,USA,35.5828,-77.0955,(252) 946-3245
Lake Junaluska Golf Course,19 Golf Course Rd,Waynesville,NC,28786,USA,35.4897,-82.9855,(828) 456-5777
Laurel Ridge Country Club,788 Eagles Nest Rd,Waynesville,NC,28786,USA,35.4897,-82.9855,(828) 456-3200
Waynesville Country Club Inn (Blue Ridge/Carolina Course at Waynesville Country Club Inn),300 Country Club Dr,Waynesville,NC,28786,USA,35.4897,-82.9855,(828) 452-4617
Reems Creek Golf Course,36 Pink Fox Cove Rd,Weaverville,NC,28787,USA,35.7234,-82.5239,(828) 645-4393
Wendell Country Club,180 Jake May Dr,Wendell,NC,27591,USA,35.7933,-78.3916,(919) 365-7337
